"","DayNeg8","DayNeg4","Day0","DayPos1","DayPos7","DayPos16","DayPos21","DayPos28"
"AGPAT5",0.5321057046,1.2825941592,-0.5991151948,-2.0258397506,0.4269205151,-0.118293745,0.6294828845,-0.1278545731
"AGPAT6",-1.391480617,-1.485788749,0.8065136699,1.4188019807,0.381511204,-0.0323853434,0.1636237954,0.1392040594
"AGPS",0.9572311527,0.4901928273,1.5364712786,0.0848043465,0.0814946199,-0.755998191,-1.0721544629,-1.3220415709
"AGR3",0,0,0,0,0,0,0,0
"AGRN",-0.4839502827,-0.4978485308,1.7991143201,1.1888452446,0.2842094424,-0.6034748959,-0.8413521552,-0.8455431424
"AGT",-0.2713844886,-0.8092636553,-0.7603655492,-0.7848146022,-0.7408063068,1.6723152272,0.4620871023,1.2322322727
"AGTPBP1",-1.0547701181,-1.0526275722,-0.8572926079,-0.7340833472,1.1694013288,0.8773428613,0.8694634986,0.7825659567
"AGTR2",-1.0147250134,-1.0136068529,-0.8991072106,-0.7181888306,1.3484617275,0.9158060442,0.6289643135,0.7523958224
"AGXT",2.4708599482,-0.3762214736,-0.3762214736,-0.3762214736,-0.2135311066,-0.3762214736,-0.3762214736,-0.3762214736
"AGXT2L1",-1.5158245495,-1.5158245495,0.4721420728,0.7206379006,-0.3230445761,0.7206379006,0.7206379006,0.7206379006
"AGXT2L2",1.0466937895,0.4422691875,1.0817328968,0.9575829687,-0.731063103,-1.3301522046,-1.0812550908,-0.3858084441
"AHCTF1",1.3431887433,0.8497604968,0.8931832044,0.5101964444,-0.5299772827,-1.0239949049,-1.0388208562,-1.0035358452
"AHCY",1.9053347116,0.9145205264,0.4322617243,-0.2651770444,-0.5728379138,-0.8504833996,-0.8154687846,-0.7481498199
"AHDC1",1.6521457065,1.1881398083,-0.8963961241,0.3931123153,0.0374672524,-0.6854318504,-0.8834496747,-0.8055874332
"AHI1",-0.9125720188,-0.9229187672,-0.8566848638,-0.8845961552,0.7205766932,1.4433169804,1.0214842703,0.3913938612
"AHNAK",-0.5283568982,-0.1117686819,0.701996471,2.2146343554,-0.5049758544,-0.5112654919,-0.6445682063,-0.6156956936
"AHR",-0.2524891402,-0.1965898443,-1.1552665472,-1.4523716827,1.1210616068,1.1046432355,0.9773205603,-0.1463081883
"AHRR",0.5534926389,0.6727056019,1.9357521916,-0.0093654387,-0.7062721003,-0.8080353499,-0.8098988613,-0.8283786823
"AHSA1",1.8638883336,1.1099162407,-0.191635587,-1.0386156777,-0.2309481598,-0.9684174627,-0.4123078592,-0.1318798279
"AHSG",0.8256354495,-0.3907481592,2.0528678708,0.2570207453,-0.6561754176,-0.7067329907,-0.7067329907,-0.6751345075
"AICDA",2.4464986737,-0.241230055,-0.4949165114,-0.407711792,-0.0319387285,-0.3601455815,-0.4552780026,-0.4552780026
"AIF1",0.2820380374,-0.8461141122,-0.8461141122,-0.8461141122,1.410190187,1.410190187,-0.8461141122,0.2820380374
"AIFM1",1.8676065872,0.1972912662,0.9271076998,-0.0505443195,-0.933673582,-1.1022353934,-0.6918960889,-0.2136561695
"AIFM2",0.315839229,-1.1814372511,1.9762488547,-1.1387615759,-0.3776391085,0.3393233124,-0.1119698759,0.1783964152
"AIFM3",0.3921204955,-0.2141671349,-0.8642034629,-0.6854295533,-0.5608606002,-0.3571472883,0.0222887992,2.267398745
"AIM1",2.0476593074,0.5362871451,0.3670749946,0.0632622699,-0.4697560041,-0.8827874805,-0.8251015201,-0.8366387122
"AIM1L",2.3371981609,0.4639183266,-0.4698683719,-0.4972492592,-0.3605717457,-0.4730386148,-0.4936618791,-0.5067266168
"AIM2",2.4600826659,-0.1143073092,-0.3362648126,-0.4051365378,-0.2978950595,-0.4372114468,-0.4367748639,-0.432492636
"AIP",-0.3303727797,-1.0701215073,-1.0357972076,0.7143387703,0.4865266765,-0.8521750754,0.3294518159,1.7581493074
"AIPL1",1.8597601398,0.8997824074,0.2073394529,-0.4536288219,0.1695698372,-0.7369009397,-1.0673850771,-0.8785369985
"AIRE",1.7772596216,1.4507151957,-0.5383168028,-0.5286868063,-0.5355153492,-0.5418186197,-0.5418186197,-0.5418186197
"AJAP1",-0.9512559669,-0.9507058657,-0.868740781,-0.4029425566,1.8561383994,0.8419723046,0.2967738426,0.1787606237
"AK1",-0.5145430436,-0.5167517433,-1.1140962919,-0.9273867816,-0.1939332315,0.442167817,1.1431885004,1.6813547745
"AK3",-0.8716079678,-0.5015229178,1.961935747,1.1458487078,-0.2186370981,-0.4654901001,-0.4534052183,-0.5971211526
"AK5",-0.9303171489,-0.9315602583,-0.8853876234,-0.9132687914,0.5131800683,0.9625832966,1.2823891731,0.9023812841
"AKAP1",2.0138485674,0.5248602375,-0.124010303,-0.3937094388,0.5400794422,-0.9574383122,-0.8485118698,-0.7551183234
"AKAP11",-1.2554037854,-1.5536876304,-0.4998111743,0.0032005634,0.8331029588,0.690822063,0.8631908592,0.9185861457
"AKAP13",0.286283653,0.479917001,1.4924624587,1.1747443799,-0.5449578745,-0.9272496824,-0.9934284717,-0.9677714641
"AKAP14",0.6168126209,-0.8915501201,-0.0296285538,-0.9992903159,2.0389832052,-0.6760697285,-0.3528491412,0.2935920335
"AKAP2",-1.4935712159,-1.0766741885,1.2748199715,0.1515731219,-0.7872657725,0.5308308739,0.9000265654,0.5002606442
"AKAP3",-0.852940025,-0.8135266778,-0.8360485905,-0.8022657214,1.8260414925,0.2872318062,0.8615405804,0.3299671356
"AKAP6",-1.3133763822,-1.3125144306,-0.8469332803,0.7835349688,0.9055861174,0.9685658022,0.663200231,0.1519369737
"AKAP8",0.6939152866,0.1900494687,1.2760176617,1.0055592989,0.208748983,-1.1334973181,-1.1652431067,-1.0755502741
"AKAP9",-1.2616199402,-0.8361481093,-0.0625691667,1.5456523661,1.4117482877,0.0067015362,-0.4095676434,-0.3941973304
"AKR1D1",1.5456892918,-1.1779922797,-1.1779922797,0.6377954347,1.0735844861,-0.2700984225,-0.2700984225,-0.3608878082
"AKT3",-1.6540172381,-1.2331340762,0.5088809374,1.3703448885,0.5797366185,0.4502338404,0.1730350547,-0.1950800254
"AKTIP",-0.7327654201,-1.061924217,-0.7782988445,-0.6520975043,-0.0361771233,0.4472077501,1.1390405417,1.6750148174
"ALAD",0.786874472,-1.6450368495,1.4368679872,-0.2410612793,0.9678389068,-0.599416182,-0.4109339768,-0.2951330786
"ALAS2",0.1621731948,-0.6452126677,1.6934222444,1.3314906509,-0.6897580946,-0.1719175069,-0.8400989104,-0.8400989104
"ALDH16A1",0.5764349438,0.6076875056,1.5547916253,0.7711160171,-0.4855942406,-1.0093240398,-1.0355483228,-0.9795634887
"ALDH18A1",-0.1564951585,0.3649765368,1.4116162938,1.4641499926,-0.2936118288,-0.9714087861,-0.8064894099,-1.01273764
"ALDH1A1",-1.1500428593,-1.2051555898,-0.114805329,1.5321559539,-0.3277168296,-0.0321086768,-0.0271485311,1.3248218616
"ALDH1A2",-0.3106332938,-0.3791237274,0.0312046101,2.4415764607,-0.4014829362,-0.4534496687,-0.4608208365,-0.4672706083
"ALDH1B1",1.4461771314,1.5079882107,-1.0032909734,0.2836960703,-0.1468089327,-0.4764796328,-0.8252200327,-0.7860618409
"ALDH1L1",-0.3057378013,-0.3578180839,-0.6605111965,-0.6912649172,2.4032239988,0.0300859008,-0.2266648728,-0.191313028
"ALDH3B1",2.0065759292,1.1441894467,-0.4621307109,-0.5660985126,-0.4856168611,-0.5684774368,-0.5526179417,-0.5158239129
"ALDH4A1",2.043227139,0.589049769,-0.0370101699,-0.6063390469,0.3649950518,-0.4977155916,-0.8755120215,-0.9806951299
"ALDH5A1",-0.8840921262,-1.0097353929,-0.3779789192,-0.8452464074,-0.2468660479,1.4058779788,1.4189682653,0.5390726495
"ALDH6A1",-0.264915952,1.5492784876,0.8654711272,0.4980130167,-0.4071471806,-1.633019044,-0.8114526174,0.2037721625
"ALDH9A1",2.0660927788,0.9835657758,-0.1341066492,-0.5230646199,-0.4282131144,-0.6124249514,-0.6829550842,-0.6688941356
"ALG1",-0.6053748582,-1.8478740653,-0.2496202591,-0.0440836269,1.0114115358,-0.1054136349,0.4589548314,1.3820000772
"ALG10B",-0.4996135099,-0.5289227759,1.0297390135,0.9510780931,1.4885974344,-0.4122240265,-0.8380530339,-1.1906011948
"ALG3",1.0357229365,1.5718422398,0.7942024256,-0.1972995837,-0.4430530068,-0.9874552936,-0.7419369517,-1.032022766
"ALG6",1.89747204,0.6588649589,0.8225676187,-0.6787265746,-0.6131700557,-0.6818313041,-0.696368499,-0.7088081843
"ALG8",0.2920645062,-0.157153602,2.3465051656,-0.2520664316,-0.3536902693,-0.7463641392,-0.581485055,-0.5478101748
"ALG9",-0.9743792732,-1.4856554405,0.679383325,0.5493934048,1.4693856778,0.4949272778,0.084740756,-0.8177957278
"ALK",-0.9317543219,-0.9572104481,-0.9038657215,-0.7834784481,0.6669388883,1.4139731542,1.0812676463,0.4141292507
"ALKBH1",0.6980586685,1.1656303142,1.104885305,0.459987864,-0.0934082643,-1.1676654878,-1.0993793733,-1.0681090263
"ALKBH5",1.747488127,0.4727027352,0.691139414,0.5068136073,-0.7661246831,-1.0557308958,-0.8778960105,-0.7183922941
"ALKBH6",-1.0779971668,-0.7534715053,-0.6565967783,-1.0172362412,1.2550354188,0.2073301051,0.7985105414,1.2444256264
"ALKBH7",0.3621749563,-1.6071963711,-0.2767332734,-1.3467870608,0.6359453752,0.4952331145,1.2125090054,0.5248542539
"ALKBH8",-1.2715889107,-1.1269301586,0.4855868789,1.1091549685,1.4262295051,0.3051049995,-0.2520361322,-0.6755211505
"ALOX12",2.2314258402,0.4548700812,0.2527469709,-0.5291503242,-0.4873427546,-0.6248928502,-0.6488284817,-0.6488284817
"ALOX12B",2.4633246011,-0.131526516,-0.3131660942,-0.4169601389,-0.3702528188,-0.4169601389,-0.3974987555,-0.4169601389
"ALOX15",2.4347421606,-0.1921612993,-0.3687598512,-0.4658890548,0.016224992,-0.505623729,-0.505623729,-0.4129094892
"ALOX5",2.203653795,0.7909052733,-0.4515649496,-0.4515649496,-0.4111472436,-0.5469956445,-0.558222785,-0.5750634959
"ALOX5AP",2.4623979699,-0.298042548,-0.3613191215,-0.4621661605,-0.4941999258,-0.3375904065,-0.1655572223,-0.3435225852
"ALPK2",-0.957171099,-1.2788191861,0.4409259193,0.3294212492,0.7925944945,0.9180372485,-1.2723862244,1.0273975981
"ALPK3",2.0413967939,1.0788158871,-0.3483776429,-0.4893677095,-0.5100846173,-0.6123743493,-0.5778461698,-0.5821621922
"ALS2",1.1896406408,-0.1804161094,0.914745096,0.6672504579,0.7353387816,-0.9679696072,-1.253670286,-1.1049189738
"ALS2CL",1.9065822916,1.2059390896,-0.099410137,-0.3842413161,-0.5197922856,-0.695480684,-0.7147209358,-0.6988760226
"ALS2CR12",2.2577290417,-0.6712167421,0.3050985191,-0.6712167421,-0.6712167421,0.0610197038,0.0610197038,-0.6712167421
"ALX3",-0.7233819692,-0.702034272,1.4449341359,1.7194045289,-0.758148219,-0.4946566417,-0.2110372355,-0.2750803273
"ALX4",-0.6511324038,-0.4456205274,1.6628450953,1.5693874917,-0.4537030364,-0.5390350167,-0.5778379583,-0.5649036445
"AMACR",2.2859081785,-0.2361268795,-0.4345482279,-1.0715735897,-0.1716282338,-0.569528737,0.1637253316,0.0337721578
"AMBP",-0.3991502227,-0.4828295147,2.3957381294,0.2535482547,-0.469440828,-0.3489426476,-0.3991502227,-0.5497729483
"AMDHD1",1.3870778418,1.4121890043,0.4579648271,0.0687418075,-0.5565261402,-0.9105935322,-0.9482602761,-0.9105935322
"AMFR",-1.6019742541,-1.5652287905,0.4616670008,0.4544260419,0.2549288125,0.3445340772,0.7351693936,0.9164777186
"AMH",1.2574692907,-0.1696019253,-0.6965205281,0.7305506879,1.1652585352,-1.3771237234,-1.0477995967,0.1377672597
"AMHR2",2.2943629402,0.586178753,-0.4450275451,-0.4909020107,-0.4098786587,-0.5199773763,-0.5102855878,-0.5044705147
"AMICA1",0.0447583182,-0.4326637424,-0.1939527121,-0.6713747727,0.0447583182,-0.6713747727,-0.4923415,2.3721908637
"AMIGO1",-1.103930725,-1.0739833877,-0.5481845062,-0.6231093686,0.1843811943,0.5292896217,1.0421301635,1.593407008
"AMIGO3",-0.9763633726,-0.8744522083,0.7137788688,2.0227931442,0.377382978,-0.3641543152,-0.419809684,-0.4791754108
"AMMECR1",1.5103907877,0.9783366695,0.8048748631,0.1400304977,-0.531539481,-0.9186816648,-0.9733511035,-1.0100605686
"AMMECR1L",-1.1965134225,-1.0116615167,1.0740932365,1.5029884492,0.7278305917,-0.167714396,-0.1972674402,-0.731755502
"AMOT",-0.7510166674,1.0146263433,0.1997041701,1.9214330761,-0.1649699565,-0.6878383242,-0.7439934255,-0.7879452159
"AMPD2",-0.0952980343,-1.0346745034,-0.2104489115,-0.416170288,2.0857036067,-0.6407147717,-0.5126510026,0.8242539048
"AMPD3",1.0044358561,1.7668006194,-0.7141519152,-1.0240916527,-0.8516890187,-0.4257316949,-0.3103675194,0.5547953255
"AMPH",-0.9547322523,-0.9655117646,-0.973685717,-0.8236514043,0.746844426,0.8502871152,1.039131839,1.081317758
"AMT",2.3858540325,0.1419336026,-0.0895145744,-0.598131429,-0.4302320918,-0.6920386811,-0.3520488976,-0.3658219612
"ANAPC1",0.2885531169,0.1145564044,1.939046211,0.6732025527,-0.2373889183,-0.8451653489,-0.8051748514,-1.1276291663
"ANAPC10",1.3743137022,-2.1007598128,-0.1530303858,-0.4086295232,0.5056889971,0.2756021932,0.4076233413,0.0991914881
"ANAPC13",1.1137540554,-0.9037413671,1.2879808191,0.5040108832,0.7304551754,-0.9628774657,-0.9264665971,-0.8431155034
"ANAPC4",-0.7626674849,-1.5170877881,0.8474093306,1.5795629002,0.7733790757,-0.2043384547,-0.2977981881,-0.4184593907
"ANAPC5",0.0076467,-0.5437502364,1.0777808157,1.1721631087,1.1621446403,-0.757702219,-1.044216248,-1.0740665613
"ANAPC7",0.5276963998,-0.7049561776,1.494477994,1.0550949597,0.4382741029,-0.796778778,-0.8991301823,-1.1146783184
"ANG",-0.4114418901,-0.0506224315,2.3189381923,0.3802067728,-0.3565111666,-0.6214711272,-0.6214711272,-0.6376272224
"ANGEL2",-0.3538213571,-0.5454653784,1.4565647681,1.6682869978,-0.0111057121,-0.8216466163,-0.8132939614,-0.5795187407
"ANGPT2",-0.3275703149,-0.5016636291,2.2471781744,0.6620127343,-0.355058733,-0.6299429133,-0.6711755404,-0.423779778
"ANGPTL1",-0.5018142892,-0.4888212823,0.6805493407,2.2577054859,-0.4675127509,-0.488171632,-0.4979163871,-0.4940184851
"ANGPTL2",-0.5613686826,-0.4764875632,1.5773079003,1.6570321816,-0.4384755431,-0.5541136735,-0.6115662582,-0.5923283614
"ANGPTL6",-0.1132887174,-0.9305953176,-1.0025180914,-1.2339386713,0.2987977309,0.464033836,1.0138291118,1.503680119
"ANGPTL7",-0.9641460832,-0.8606552921,-0.7747579354,0.3553615042,-0.8399571338,0.3553615042,1.2091605313,1.5196329048
"ANK1",-0.821425529,-0.8232855646,-0.7637644232,-0.6143679413,-0.1456892923,0.3103816391,0.9368353204,1.9213157909
"ANK3",-1.5439889094,-1.4365143992,-0.1689836307,0.6388728471,0.7385090546,1.1272634977,0.5366422952,0.1081992447
"ANKFN1",-0.9145411181,-0.9145411181,-0.7673312801,-0.8593374288,0.1453697149,0.8703781667,0.8703781667,1.5696248968
"ANKFY1",0.3094965947,-0.9103487359,1.1118575534,1.1531522916,0.9272199554,-0.3835310401,-0.9231425594,-1.2847040597
"ANKK1",0.7487864012,-1.2152435035,-1.2152435035,1.2397938773,1.1415923821,-0.2332285512,0.257778925,-0.7242360274
"ANKMY2",-0.8362315054,-0.8148779202,-1.0313949975,-0.8515233915,1.5703372142,0.7212291158,0.8331711151,0.4092903696
"ANKRA2",-0.7428376053,-0.8298367616,-0.6438927062,-0.2955043405,2.218030091,0.5416137992,-0.0401395063,-0.2074329703
"ANKRD10",-0.2323338605,0.3418238236,0.8905646095,1.7350124969,0.2359590712,-0.9832366913,-1.1116216136,-0.8761678357
"ANKRD11",-0.0073983597,1.2800646265,0.208823789,1.560757096,-0.8604058807,-1.0806944954,-0.9791458707,-0.122000905
"ANKRD12",-1.240310888,-1.1153456076,-0.5897968929,0.3136542972,1.8469007478,0.5757863312,0.1635369156,0.0455750966
"ANKRD13D",-1.060704091,-0.9911288741,-0.9258256083,-0.7375955176,0.787283103,0.8804701353,1.0336994771,1.0138013756
"ANKRD2",1.952188064,-0.1610716224,0.0451000543,-0.0579857841,0.8697867612,-0.9857583293,-0.9857583293,-0.6765008142
"ANKRD27",1.7726963615,1.2746379114,0.1215100738,-0.3837797389,-0.4612400276,-0.9261828742,-0.807301197,-0.5903405089
"ANKRD28",1.4571869843,0.896260606,0.9321311718,-0.277712875,0.0315349029,-0.8489318312,-1.0379055046,-1.1525634542
"ANKRD33",-0.7686685713,-0.7686685713,-0.4708792943,-0.098642698,-0.500658222,-0.1544781875,0.5155476858,2.2464478586
"ANKRD35",2.3856145486,-0.3315878998,-0.3590343892,-0.0742770619,-0.059867655,-0.434512235,-0.9079641767,-0.2183711311
"ANKRD37",2.4438132015,-0.0642494125,-0.3821484102,-0.5296352048,-0.4035454581,-0.4791993061,-0.4219087103,-0.1631266993
"ANKRD39",-0.8799780424,-1.9893497787,0.8593984796,-0.2033218232,0.4622040955,0.9678849152,0.5163113411,0.266850813
"ANKRD40",-0.8134297914,-0.9640049979,0.134438791,-0.3021196987,-0.7764912217,-0.1060900151,0.82752622,2.0001707138
"ANKRD42",-1.3032139561,-1.3937954222,-0.4803327217,-0.1561673869,1.1659608609,0.5332449384,0.5675814484,1.0667222391
"ANKRD43",-0.757482508,-0.8629423323,-0.7520940499,-0.8475467375,-0.3524244092,1.3024480745,1.1500316861,1.1200102763
"ANKRD44",-1.2327147933,-1.1838702932,0.0555320007,0.8613457554,1.7102252969,0.4229523804,-0.1953608942,-0.4381094528
"ANKRD45",1.9057476702,-0.1857099283,0.9243193472,-0.0943355672,0.1391766889,-0.7339560949,-0.9979264715,-0.9573156443
"ANKRD46",-0.9246851083,-1.1523006939,-0.8487548001,-0.7606462025,1.2080781604,0.7389261263,0.8708684348,0.8685140833
"ANKRD53",-0.6282131742,-0.3951099556,0.1643377691,-0.2086273807,2.2529426081,0.350820344,-0.7680751054,-0.7680751054
"ANKRD54",0.1394251294,-0.5225783184,1.0979012996,1.3047909295,0.9295230505,-0.8425478956,-1.1124382456,-0.9940759493
"ANKRD55",-0.7833738591,-0.9167762638,-0.3643632584,-0.6808445823,-0.6880864272,0.851377323,0.8340350104,1.7480320574
"ANKRD56",0.6343110053,0.0667184077,-0.5429180861,-1.1575998474,-1.0348316707,-0.4588302938,0.7131433105,1.7800071745
"ANKRD58",-1.1310072649,0.5291868854,0.5291868854,0.1141383478,0.8612257155,1.3592839606,-1.1310072649,-1.1310072649
"ANKRD6",0.2993847844,1.1041366327,0.8520410763,1.2507006982,-0.3829283132,-1.0087440381,-1.0805223094,-1.0340685309
"ANKRD9",1.6156482399,-0.4639867613,-0.9091163226,-0.9147498043,-0.654482947,-0.3992439721,0.3971472606,1.3287843068
"ANKS1B",-1.202906269,-1.1929074529,-0.5525814097,-0.5836813964,1.1672568793,1.1634544757,0.7526760917,0.4486890813
"ANKS6",-1.4918719886,-1.3050731687,0.4669449946,0.0710685964,1.6107501578,0.1995998946,-0.0134535852,0.4620350991
"ANLN",1.6740609742,1.2482712188,0.4703894105,-0.4024547849,-0.6233224513,-0.7819512422,-0.7891394381,-0.795853687
"ANP32A",0.2139472157,0.5137588279,1.8304489659,-0.16866879,0.5721227906,-1.1765363611,-0.949463474,-0.8356091748
"ANP32B",1.4874450947,1.0494420851,0.8994609789,-0.1585574619,-0.4672317013,-0.9193539509,-0.9365895148,-0.9546155299
"ANP32E",0.9865602651,0.420183295,1.3796058164,0.5003335012,0.0352073411,-1.0178926697,-1.1022412421,-1.2017563069
"ANPEP",2.3352195165,0.4516012064,-0.2821770486,-0.45966562,-0.4884926229,-0.4590700208,-0.5621086881,-0.5353067226
"ANTXR1",-0.7882450254,-0.7919696954,1.8587298293,1.1832311365,0.1507898866,-0.482540651,-0.6004471266,-0.529548354
"ANTXR2",-0.6958122395,-0.6113729387,2.1613780541,0.8512060811,-0.352006826,-0.479019244,-0.5090521432,-0.3653207437
"ANUBL1",-0.791199285,-1.3818751881,1.822040396,-0.4071831447,0.2209727337,-0.4306967484,0.1124793121,0.8554619244
"ANXA13",-0.8093223042,-0.6389386612,-0.6389386612,0.2129795537,2.2575832695,0.340767286,-0.2981713752,-0.4259591075
"ANXA2",-0.231766852,-0.7054655936,0.9621919424,2.0625092817,-0.1625285559,-0.5859722715,-0.7058703043,-0.6330976469
"ANXA3",1.1527403318,-0.4785158351,0.3689163525,1.7844356417,-0.648990451,-0.8081818249,-0.9181743855,-0.4522298296
"ANXA4",1.2025321451,0.5373744091,1.3740984497,0.3979960315,-0.5662971241,-0.9430063045,-1.0416329097,-0.961064697
"ANXA5",-1.0258919548,-0.9320550867,1.2010504983,1.6416173594,-0.6342105993,-0.5541238742,-0.1531703669,0.4567840242
"ANXA8",2.1341320365,0.9233029243,-0.5874898955,-0.5545670496,-0.4492139425,-0.3707478264,-0.5710284726,-0.5243877741
"ANXA9",-0.6144761768,0.0331524161,1.8218409107,0.1719299717,0.4772405941,-0.9382904733,-1.4008823254,0.4494850829
"AOC3",2.4571201989,-0.2626813361,-0.3485586499,-0.1641207088,-0.2910700787,-0.3611394029,-0.5146724508,-0.5148775718
"AOX1",1.4312432996,1.3459073846,-0.1474711281,-0.7768235014,-1.0264310528,-0.7448225332,-0.7128215651,0.6312190964
"AP1B1",-1.0784629581,-1.1610841316,-0.5205140008,-0.4563979428,-0.0312480481,0.5691812658,1.1186123312,1.5599134844
"AP1G2",0.8343157887,0.5889809042,1.6399280544,0.4046407003,-0.5977128257,-0.9732457625,-0.9611967866,-0.9357100728
"AP1M1",-1.6102423351,-1.5440942764,0.2219226614,0.535795951,1.0018564207,0.3893382459,0.6163490782,0.3890742544
"AP1M2",2.1572148061,0.7780771519,-0.0273954339,-0.4125705512,-0.5247279258,-0.6432073236,-0.6607684992,-0.6666222243
"AP1S2",-1.04859574,-1.0437861399,-0.8862611172,-0.7168686982,0.7696704171,1.1125172705,1.0434807953,0.7698432124
"AP1S3",1.7471849903,0.6500446877,0.925398244,-0.2815998363,-0.3403450942,-0.7379662051,-0.9455209751,-1.0171958113
"AP2M1",-1.2725439397,-1.327739085,-0.6572059341,-0.2301920443,1.1215395898,0.7927612419,0.8528293574,0.720550814
"AP2S1",-0.5581405738,-1.8601611832,-0.4359339564,-0.4216567549,1.123225876,0.6290432025,0.616208119,0.9074152709
"AP3B1",0.9219656318,1.2786844165,1.2749250463,-0.192958997,-0.4921704485,-1.0121244409,-0.8420559601,-0.936265248
"AP3D1",-1.6518443694,-1.3935809633,0.0016684265,0.0966147925,1.0487715836,0.7444964687,0.5838498889,0.5700241724
"AP3M1",0.4568360553,-0.4559056435,1.2976223878,1.2604554689,0.4451729566,-0.7838406897,-0.9810622159,-1.2392783194
"AP4B1",-1.1583268533,-1.7927396164,0.7930090265,-0.2339212031,0.1594975464,0.5274441151,0.810276324,0.8947606609
"AP4E1",1.3837410469,-0.631470344,0.483971357,0.4019419908,1.1761680471,-0.67011087,-0.7897952632,-1.3544459645
"AP4S1",-1.2163434163,-1.3635068746,-0.5863489109,-0.3400589295,0.9672413056,0.6908945514,0.7225126564,1.1256096181
"APAF1",0.5124523733,0.2127581613,0.9974473334,1.4470076615,0.0913696706,-0.9111725317,-1.1308683366,-1.2189943317
"APBA1",-1.047578312,-1.0475057208,-0.9119052974,-0.5337488909,0.8965345394,1.3784800398,0.9360471816,0.3296764604
"APBA2",-1.5296833326,-1.4203932614,0.8308998639,0.2978543164,1.3104869286,0.1331038882,0.0200361613,0.3576954356
